Original File,Destination File,Bank Type,Status,Processed,Verified
statement_4130272854_2020-05-31.pdf,PNC\2020-05\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-05-31.pdf,PNC,Would process,,
statement_4130272854_2020-05-31.pdf,PNC\2020-05\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-05-31.pdf,PNC,Processed,,
statement_4130272854_2020-06-30.pdf,PNC\2020-06\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-06-30.pdf,PNC,Would process,,
statement_4130272854_2020-06-30.pdf,PNC\2020-06\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-06-30.pdf,PNC,Processed,,
statement_4130272854_2020-07-31.pdf,PNC\2020-07\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-07-31.pdf,PNC,Would process,,
statement_4130272854_2020-07-31.pdf,PNC\2020-07\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-07-31.pdf,PNC,Processed,,
statement_4130272854_2020-08-31.pdf,PNC\2020-08\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-08-31.pdf,PNC,Would process,,
statement_4130272854_2020-08-31.pdf,PNC\2020-08\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-08-31.pdf,PNC,Processed,,
statement_4130272854_2020-09-30.pdf,PNC\2020-09\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-09-30.pdf,PNC,Would process,,
statement_4130272854_2020-09-30.pdf,PNC\2020-09\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-09-30.pdf,PNC,Processed,,
statement_4130272854_2020-10-31.pdf,PNC\2020-10\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-10-31.pdf,PNC,Would process,,
statement_4130272854_2020-10-31.pdf,PNC\2020-10\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-10-31.pdf,PNC,Processed,,
statement_4130272854_2020-11-30.pdf,PNC\2020-11\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-11-30.pdf,PNC,Would process,,
statement_4130272854_2020-11-30.pdf,PNC\2020-11\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-11-30.pdf,PNC,Processed,,
statement_4130272854_2020-12-31.pdf,PNC\2020-12\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-12-31.pdf,PNC,Would process,,
statement_4130272854_2020-12-31.pdf,PNC\2020-12\ARCTARIS OZ MANAGEMENT statement_4130272854_2020-12-31.pdf,PNC,Processed,,
statement_4130272854_2021-01-31.pdf,PNC\2021-01\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-01-31.pdf,PNC,Would process,,
statement_4130272854_2021-01-31.pdf,PNC\2021-01\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-01-31.pdf,PNC,Processed,,
statement_4130272854_2021-02-28.pdf,PNC\2021-02\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-02-28.pdf,PNC,Would process,,
statement_4130272854_2021-02-28.pdf,PNC\2021-02\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-02-28.pdf,PNC,Processed,,
statement_4130272854_2021-03-31.pdf,PNC\2021-03\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-03-31.pdf,PNC,Would process,,
statement_4130272854_2021-03-31.pdf,PNC\2021-03\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-03-31.pdf,PNC,Processed,,
statement_4130272854_2021-04-30.pdf,PNC\2021-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-04-30.pdf,PNC,Would process,,
statement_4130272854_2021-04-30.pdf,PNC\2021-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-04-30.pdf,PNC,Processed,,
statement_4130272854_2021-05-31.pdf,PNC\2021-05\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-05-31.pdf,PNC,Would process,,
statement_4130272854_2021-05-31.pdf,PNC\2021-05\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-05-31.pdf,PNC,Processed,,
statement_4130272854_2021-06-30.pdf,PNC\2021-06\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-06-30.pdf,PNC,Would process,,
statement_4130272854_2021-06-30.pdf,PNC\2021-06\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-06-30.pdf,PNC,Processed,,
statement_4130272854_2021-07-31.pdf,PNC\2021-07\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-07-31.pdf,PNC,Would process,,
statement_4130272854_2021-07-31.pdf,PNC\2021-07\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-07-31.pdf,PNC,Processed,,
statement_4130272854_2021-08-31.pdf,PNC\2021-08\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-08-31.pdf,PNC,Would process,,
statement_4130272854_2021-08-31.pdf,PNC\2021-08\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-08-31.pdf,PNC,Processed,,
statement_4130272854_2021-09-30.pdf,PNC\2021-09\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-09-30.pdf,PNC,Would process,,
statement_4130272854_2021-09-30.pdf,PNC\2021-09\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-09-30.pdf,PNC,Processed,,
statement_4130272854_2021-10-31.pdf,PNC\2021-10\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-10-31.pdf,PNC,Would process,,
statement_4130272854_2021-10-31.pdf,PNC\2021-10\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-10-31.pdf,PNC,Processed,,
statement_4130272854_2021-11-30.pdf,PNC\2021-11\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-11-30.pdf,PNC,Would process,,
statement_4130272854_2021-11-30.pdf,PNC\2021-11\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-11-30.pdf,PNC,Processed,,
statement_4130272854_2021-12-31.pdf,PNC\2021-12\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-12-31.pdf,PNC,Would process,,
statement_4130272854_2021-12-31.pdf,PNC\2021-12\ARCTARIS OZ MANAGEMENT statement_4130272854_2021-12-31.pdf,PNC,Processed,,
statement_4130272854_2022-01-31.pdf,PNC\2022-01\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-01-31.pdf,PNC,Would process,,
statement_4130272854_2022-01-31.pdf,PNC\2022-01\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-01-31.pdf,PNC,Processed,,
statement_4130272854_2022-02-28.pdf,PNC\2022-02\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-02-28.pdf,PNC,Would process,,
statement_4130272854_2022-02-28.pdf,PNC\2022-02\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-02-28.pdf,PNC,Processed,,
statement_4130272854_2022-03-31.pdf,PNC\2022-03\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-03-31.pdf,PNC,Would process,,
statement_4130272854_2022-03-31.pdf,PNC\2022-03\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-03-31.pdf,PNC,Processed,,
statement_4130272854_2022-04-30.pdf,PNC\2022-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-04-30.pdf,PNC,Would process,,
statement_4130272854_2022-04-30.pdf,PNC\2022-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-04-30.pdf,PNC,Processed,,
statement_4130272854_2022-05-31.pdf,PNC\2022-05\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-05-31.pdf,PNC,Would process,,
statement_4130272854_2022-05-31.pdf,PNC\2022-05\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-05-31.pdf,PNC,Processed,,
statement_4130272854_2022-06-30.pdf,PNC\2022-06\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-06-30.pdf,PNC,Would process,,
statement_4130272854_2022-06-30.pdf,PNC\2022-06\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-06-30.pdf,PNC,Processed,,
statement_4130272854_2022-07-31.pdf,PNC\2022-07\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-07-31.pdf,PNC,Would process,,
statement_4130272854_2022-07-31.pdf,PNC\2022-07\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-07-31.pdf,PNC,Processed,,
statement_4130272854_2022-08-31.pdf,PNC\2022-08\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-08-31.pdf,PNC,Would process,,
statement_4130272854_2022-08-31.pdf,PNC\2022-08\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-08-31.pdf,PNC,Processed,,
statement_4130272854_2022-09-30.pdf,PNC\2022-09\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-09-30.pdf,PNC,Would process,,
statement_4130272854_2022-09-30.pdf,PNC\2022-09\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-09-30.pdf,PNC,Processed,,
statement_4130272854_2022-10-31.pdf,PNC\2022-10\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-10-31.pdf,PNC,Would process,,
statement_4130272854_2022-10-31.pdf,PNC\2022-10\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-10-31.pdf,PNC,Processed,,
statement_4130272854_2022-11-30.pdf,PNC\2022-11\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-11-30.pdf,PNC,Would process,,
statement_4130272854_2022-11-30.pdf,PNC\2022-11\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-11-30.pdf,PNC,Processed,,
statement_4130272854_2022-12-31.pdf,PNC\2022-12\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-12-31.pdf,PNC,Would process,,
statement_4130272854_2022-12-31.pdf,PNC\2022-12\ARCTARIS OZ MANAGEMENT statement_4130272854_2022-12-31.pdf,PNC,Processed,,
statement_4130272854_2023-01-31.pdf,PNC\2023-01\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-01-31.pdf,PNC,Would process,,
statement_4130272854_2023-01-31.pdf,PNC\2023-01\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-01-31.pdf,PNC,Processed,,
statement_4130272854_2023-02-28.pdf,PNC\2023-02\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-02-28.pdf,PNC,Would process,,
statement_4130272854_2023-02-28.pdf,PNC\2023-02\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-02-28.pdf,PNC,Processed,,
statement_4130272854_2023-03-31.pdf,PNC\2023-03\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-03-31.pdf,PNC,Would process,,
statement_4130272854_2023-03-31.pdf,PNC\2023-03\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-03-31.pdf,PNC,Processed,,
statement_4130272854_2023-04-30.pdf,PNC\2023-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-04-30.pdf,PNC,Would process,,
statement_4130272854_2023-04-30.pdf,PNC\2023-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-04-30.pdf,PNC,Processed,,
statement_4130272854_2023-05-31.pdf,PNC\2023-05\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-05-31.pdf,PNC,Would process,,
statement_4130272854_2023-05-31.pdf,PNC\2023-05\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-05-31.pdf,PNC,Processed,,
statement_4130272854_2023-06-30.pdf,PNC\2023-06\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-06-30.pdf,PNC,Would process,,
statement_4130272854_2023-06-30.pdf,PNC\2023-06\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-06-30.pdf,PNC,Processed,,
statement_4130272854_2023-07-31.pdf,PNC\2023-07\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-07-31.pdf,PNC,Would process,,
statement_4130272854_2023-07-31.pdf,PNC\2023-07\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-07-31.pdf,PNC,Processed,,
statement_4130272854_2023-08-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-08-31.pdf,PNC,Would process,,
statement_4130272854_2023-08-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-08-31.pdf,PNC,Processed,,
statement_4130272854_2023-09-30.pdf,PNC\2023-09\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-09-30.pdf,PNC,Would process,,
statement_4130272854_2023-09-30.pdf,PNC\2023-09\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-09-30.pdf,PNC,Processed,,
statement_4130272854_2023-10-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-10-31.pdf,PNC,Would process,,
statement_4130272854_2023-10-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-10-31.pdf,PNC,Processed,,
statement_4130272854_2023-11-30.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-11-30.pdf,PNC,Would process,,
statement_4130272854_2023-11-30.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-11-30.pdf,PNC,Processed,,
statement_4130272854_2023-12-31.pdf,PNC\2023-12\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-12-31.pdf,PNC,Would process,,
statement_4130272854_2023-12-31.pdf,PNC\2023-12\ARCTARIS OZ MANAGEMENT statement_4130272854_2023-12-31.pdf,PNC,Processed,,
statement_4130272854_2024-01-31.pdf,PNC\2024-01\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-01-31.pdf,PNC,Would process,,
statement_4130272854_2024-01-31.pdf,PNC\2024-01\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-01-31.pdf,PNC,Processed,,
statement_4130272854_2024-02-29.pdf,PNC\2024-02\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-02-29.pdf,PNC,Would process,,
statement_4130272854_2024-02-29.pdf,PNC\2024-02\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-02-29.pdf,PNC,Processed,,
statement_4130272854_2024-03-31.pdf,PNC\2024-03\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-03-31.pdf,PNC,Would process,,
statement_4130272854_2024-03-31.pdf,PNC\2024-03\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-03-31.pdf,PNC,Processed,,
statement_4130272854_2024-04-30.pdf,PNC\2024-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-04-30.pdf,PNC,Would process,,
statement_4130272854_2024-04-30.pdf,PNC\2024-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-04-30.pdf,PNC,Processed,,
statement_4130272854_2024-05-31.pdf,PNC\2024-05\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-05-31.pdf,PNC,Would process,,
statement_4130272854_2024-05-31.pdf,PNC\2024-05\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-05-31.pdf,PNC,Processed,,
statement_4130272854_2024-06-30.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-06-30.pdf,PNC,Would process,,
statement_4130272854_2024-06-30.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-06-30.pdf,PNC,Processed,,
statement_4130272854_2024-07-31.pdf,PNC\2024-07\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-07-31.pdf,PNC,Would process,,
statement_4130272854_2024-07-31.pdf,PNC\2024-07\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-07-31.pdf,PNC,Processed,,
statement_4130272854_2024-08-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-08-31.pdf,PNC,Would process,,
statement_4130272854_2024-08-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-08-31.pdf,PNC,Processed,,
statement_4130272854_2024-09-30.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-09-30.pdf,PNC,Would process,,
statement_4130272854_2024-09-30.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-09-30.pdf,PNC,Processed,,
statement_4130272854_2024-10-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-10-31.pdf,PNC,Would process,,
statement_4130272854_2024-10-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-10-31.pdf,PNC,Processed,,
statement_4130272854_2024-11-30.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-11-30.pdf,PNC,Would process,,
statement_4130272854_2024-11-30.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-11-30.pdf,PNC,Processed,,
statement_4130272854_2024-12-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-12-31.pdf,PNC,Would process,,
statement_4130272854_2024-12-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2024-12-31.pdf,PNC,Processed,,
statement_4130272854_2025-01-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2025-01-31.pdf,PNC,Would process,,
statement_4130272854_2025-01-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2025-01-31.pdf,PNC,Processed,,
statement_4130272854_2025-02-28.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2025-02-28.pdf,PNC,Would process,,
statement_4130272854_2025-02-28.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2025-02-28.pdf,PNC,Processed,,
statement_4130272854_2025-03-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2025-03-31.pdf,PNC,Would process,,
statement_4130272854_2025-03-31.pdf,PNC\2025-04\ARCTARIS OZ MANAGEMENT statement_4130272854_2025-03-31.pdf,PNC,Processed,,
statement_4130275895_2020-04-30.pdf,PNC\2020-04\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-04-30.pdf,PNC,Would process,,
statement_4130275895_2020-04-30.pdf,PNC\2020-04\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-04-30.pdf,PNC,Processed,,
statement_4130275895_2020-05-29.pdf,PNC\2020-05\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-05-29.pdf,PNC,Would process,,
statement_4130275895_2020-05-29.pdf,PNC\2020-05\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-05-29.pdf,PNC,Processed,,
statement_4130275895_2020-06-30.pdf,PNC\2020-06\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-06-30.pdf,PNC,Would process,,
statement_4130275895_2020-06-30.pdf,PNC\2020-06\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-06-30.pdf,PNC,Processed,,
statement_4130275895_2020-07-31.pdf,PNC\2020-07\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-07-31.pdf,PNC,Would process,,
statement_4130275895_2020-07-31.pdf,PNC\2020-07\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-07-31.pdf,PNC,Processed,,
statement_4130275895_2020-08-31.pdf,PNC\2020-08\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-08-31.pdf,PNC,Would process,,
statement_4130275895_2020-08-31.pdf,PNC\2020-08\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-08-31.pdf,PNC,Processed,,
statement_4130275895_2020-09-30.pdf,PNC\2020-09\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-09-30.pdf,PNC,Would process,,
statement_4130275895_2020-09-30.pdf,PNC\2020-09\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-09-30.pdf,PNC,Processed,,
statement_4130275895_2020-10-30.pdf,PNC\2020-10\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-10-30.pdf,PNC,Would process,,
statement_4130275895_2020-10-30.pdf,PNC\2020-10\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-10-30.pdf,PNC,Processed,,
statement_4130275895_2020-11-30.pdf,PNC\2020-11\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-11-30.pdf,PNC,Would process,,
statement_4130275895_2020-11-30.pdf,PNC\2020-11\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-11-30.pdf,PNC,Processed,,
statement_4130275895_2020-12-31.pdf,PNC\2020-12\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-12-31.pdf,PNC,Would process,,
statement_4130275895_2020-12-31.pdf,PNC\2020-12\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2020-12-31.pdf,PNC,Processed,,
statement_4130275895_2021-01-29.pdf,PNC\2021-01\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-01-29.pdf,PNC,Would process,,
statement_4130275895_2021-01-29.pdf,PNC\2021-01\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-01-29.pdf,PNC,Processed,,
statement_4130275895_2021-02-26.pdf,PNC\2021-02\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-02-26.pdf,PNC,Would process,,
statement_4130275895_2021-02-26.pdf,PNC\2021-02\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-02-26.pdf,PNC,Processed,,
statement_4130275895_2021-03-31.pdf,PNC\2021-03\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-03-31.pdf,PNC,Would process,,
statement_4130275895_2021-03-31.pdf,PNC\2021-03\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-03-31.pdf,PNC,Processed,,
statement_4130275895_2021-04-30.pdf,PNC\2021-04\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-04-30.pdf,PNC,Would process,,
statement_4130275895_2021-04-30.pdf,PNC\2021-04\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-04-30.pdf,PNC,Processed,,
statement_4130275895_2021-05-28.pdf,PNC\2021-05\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-05-28.pdf,PNC,Would process,,
statement_4130275895_2021-05-28.pdf,PNC\2021-05\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-05-28.pdf,PNC,Processed,,
statement_4130275895_2021-06-30.pdf,PNC\2021-06\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-06-30.pdf,PNC,Would process,,
statement_4130275895_2021-06-30.pdf,PNC\2021-06\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-06-30.pdf,PNC,Processed,,
statement_4130275895_2021-07-30.pdf,PNC\2021-07\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-07-30.pdf,PNC,Would process,,
statement_4130275895_2021-07-30.pdf,PNC\2021-07\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-07-30.pdf,PNC,Processed,,
statement_4130275895_2021-08-31.pdf,PNC\2021-08\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-08-31.pdf,PNC,Would process,,
statement_4130275895_2021-08-31.pdf,PNC\2021-08\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-08-31.pdf,PNC,Processed,,
statement_4130275895_2021-09-30.pdf,PNC\2021-09\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-09-30.pdf,PNC,Would process,,
statement_4130275895_2021-09-30.pdf,PNC\2021-09\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-09-30.pdf,PNC,Processed,,
statement_4130275895_2021-10-29.pdf,PNC\2021-10\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-10-29.pdf,PNC,Would process,,
statement_4130275895_2021-10-29.pdf,PNC\2021-10\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-10-29.pdf,PNC,Processed,,
statement_4130275895_2021-11-30.pdf,PNC\2021-11\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-11-30.pdf,PNC,Would process,,
statement_4130275895_2021-11-30.pdf,PNC\2021-11\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-11-30.pdf,PNC,Processed,,
statement_4130275895_2021-12-31.pdf,PNC\2021-12\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-12-31.pdf,PNC,Would process,,
statement_4130275895_2021-12-31.pdf,PNC\2021-12\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2021-12-31.pdf,PNC,Processed,,
statement_4130275895_2022-01-31.pdf,PNC\2022-01\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-01-31.pdf,PNC,Would process,,
statement_4130275895_2022-01-31.pdf,PNC\2022-01\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-01-31.pdf,PNC,Processed,,
statement_4130275895_2022-02-28.pdf,PNC\2022-02\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-02-28.pdf,PNC,Would process,,
statement_4130275895_2022-02-28.pdf,PNC\2022-02\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-02-28.pdf,PNC,Processed,,
statement_4130275895_2022-03-31.pdf,PNC\2022-03\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-03-31.pdf,PNC,Would process,,
statement_4130275895_2022-03-31.pdf,PNC\2022-03\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-03-31.pdf,PNC,Processed,,
statement_4130275895_2022-04-29.pdf,PNC\2022-04\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-04-29.pdf,PNC,Would process,,
statement_4130275895_2022-04-29.pdf,PNC\2022-04\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-04-29.pdf,PNC,Processed,,
statement_4130275895_2022-05-31.pdf,PNC\2022-05\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-05-31.pdf,PNC,Would process,,
statement_4130275895_2022-05-31.pdf,PNC\2022-05\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-05-31.pdf,PNC,Processed,,
statement_4130275895_2022-06-30.pdf,PNC\2022-06\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-06-30.pdf,PNC,Would process,,
statement_4130275895_2022-06-30.pdf,PNC\2022-06\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-06-30.pdf,PNC,Processed,,
statement_4130275895_2022-07-29.pdf,PNC\2022-07\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-07-29.pdf,PNC,Would process,,
statement_4130275895_2022-07-29.pdf,PNC\2022-07\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-07-29.pdf,PNC,Processed,,
statement_4130275895_2022-08-31.pdf,PNC\2022-08\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-08-31.pdf,PNC,Would process,,
statement_4130275895_2022-08-31.pdf,PNC\2022-08\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-08-31.pdf,PNC,Processed,,
statement_4130275895_2022-09-30.pdf,PNC\2022-09\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-09-30.pdf,PNC,Would process,,
statement_4130275895_2022-09-30.pdf,PNC\2022-09\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-09-30.pdf,PNC,Processed,,
statement_4130275895_2022-10-31.pdf,PNC\2022-10\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-10-31.pdf,PNC,Would process,,
statement_4130275895_2022-10-31.pdf,PNC\2022-10\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-10-31.pdf,PNC,Processed,,
statement_4130275895_2022-11-30.pdf,PNC\2022-11\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-11-30.pdf,PNC,Would process,,
statement_4130275895_2022-11-30.pdf,PNC\2022-11\ARCTARIS SADDLEBACK SKI OPERAT statement_4130275895_2022-11-30.pdf,PNC,Processed,,
