Original File,Destination File,Bank Type,Status,Processed,Verified
dxweb (10).pdf,BankUnited\2025-04\Bank United ARC IMPACT-PROGRAM SWPA LLC - 0749 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (10).pdf,BankUnited\2025-04\Bank United ARC IMPACT-PROGRAM SWPA LLC - 0749 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (11).pdf,BankUnited\2025-04\Bank United ARC IMPACT-PROGRAM SWPA LLC OPERATING - 0706 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (11).pdf,BankUnited\2025-04\Bank United ARC IMPACT-PROGRAM SWPA LLC OPERATING - 0706 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (12).pdf,BankUnited\2025-04\Bank United ARCTARIS EASTERN DEVELOPMENT HOUSING LLC FUND OPERATING - 7400 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (12).pdf,BankUnited\2025-04\Bank United ARCTARIS EASTERN DEVELOPMENT HOUSING LLC FUND OPERATING - 7400 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (14).pdf,BankUnited\2025-04\Bank United ARCTARIS IMPACT INVESTORS LLC COLLATERAL - 8190 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (14).pdf,BankUnited\2025-04\Bank United ARCTARIS IMPACT INVESTORS LLC COLLATERAL - 8190 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (16).pdf,BankUnited\2025-04\Bank United ARCTARIS IMPACT INVESTORS LLC OPER - 3008 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (16).pdf,BankUnited\2025-04\Bank United ARCTARIS IMPACT INVESTORS LLC OPER - 3008 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (18).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2019 MM - 8239 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (18).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2019 MM - 8239 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (19).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2019 OPER - 8220 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (19).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2019 OPER - 8220 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (20).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2020 COLL - 8441 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (20).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2020 COLL - 8441 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (21).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2020 LLC - 8425 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (21).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2020 LLC - 8425 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (22).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2020 OPER - 8387 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (22).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2020 OPER - 8387 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (23).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2022 COLL - 8530 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (23).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2022 COLL - 8530 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (24).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2022 MGMT - 8514 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (24).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2022 MGMT - 8514 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (25).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2022 OPER - 8484 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (25).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2022 OPER - 8484 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (26).pdf,BankUnited\2025-04\Bank United ARCTARIS PRODUCT DEVELOP OPERATING - 5785 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (26).pdf,BankUnited\2025-04\Bank United ARCTARIS PRODUCT DEVELOP OPERATING - 5785 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (28).pdf,BankUnited\2025-04\Bank United ARCTARIS SOUTH EAST DEVELOPMENT LLC - 6075 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (28).pdf,BankUnited\2025-04\Bank United ARCTARIS SOUTH EAST DEVELOPMENT LLC - 6075 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (29).pdf,BankUnited\2025-04\Bank United ARCTARIS SOUTH EAST DEVELOPMENT LLC OPER - 6067 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (29).pdf,BankUnited\2025-04\Bank United ARCTARIS SOUTH EAST DEVELOPMENT LLC OPER - 6067 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (30).pdf,BankUnited\2025-04\Bank United EAST COAST COMMERCIAL DEV OPERATING - 6640 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (30).pdf,BankUnited\2025-04\Bank United EAST COAST COMMERCIAL DEV OPERATING - 6640 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (31).pdf,BankUnited\2025-04\Bank United EAST COAST COMMERCIAL DEV SAVINGS - 4120 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (31).pdf,BankUnited\2025-04\Bank United EAST COAST COMMERCIAL DEV SAVINGS - 4120 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (32).pdf,BankUnited\2025-04\Bank United MID ATLANTIC INCLUSIVE HOUSING LLC - 6059 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (32).pdf,BankUnited\2025-04\Bank United MID ATLANTIC INCLUSIVE HOUSING LLC - 6059 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (34).pdf,BankUnited\2025-04\Bank United ARCTARIS IMPACT FUND LP - 7076 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (34).pdf,BankUnited\2025-04\Bank United ARCTARIS IMPACT FUND LP - 7076 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (35).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC - 1396 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (35).pdf,BankUnited\2025-04\Bank United ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC - 1396 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (8).pdf,BankUnited\2025-04\Bank United ARC IMPACT-PROGRAM ERIE LLC - 0579 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (8).pdf,BankUnited\2025-04\Bank United ARC IMPACT-PROGRAM ERIE LLC - 0579 April 2025 Statement.pdf,BankUnited,Processed,,
dxweb (9).pdf,BankUnited\2025-04\Bank United ARC IMPACT-PROGRAM ERIE LLC OPERATING - 0560 April 2025 Statement.pdf,BankUnited,Would process,,
dxweb (9).pdf,BankUnited\2025-04\Bank United ARC IMPACT-PROGRAM ERIE LLC OPERATING - 0560 April 2025 Statement.pdf,BankUnited,Processed,,
Berkshire Bank - Arctaris OZ Fund 2022 December 2022.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
Berkshire Bank - Arctaris OZ Fund 2022 December 2022.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Processed,,
Berkshire MM 2020 07.21.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
Berkshire MM 2020 07.21.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_1.pdf,Berkshire,Processed,,
Berkshire MM 2020 08.21.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
Berkshire MM 2020 08.21.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_2.pdf,Berkshire,Processed,,
Berkshire MM 2020 09.21.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
Berkshire MM 2020 09.21.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_3.pdf,Berkshire,Processed,,
Berkshire MM 2020 12.21.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
Berkshire MM 2020 12.21.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_4.pdf,Berkshire,Processed,,
Berkshire MMK 2019 _06_30_2023.pdf,Berkshire\2023-06\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20230601.pdf,Berkshire,Would process,,
Berkshire MMK 2019 _06_30_2023.pdf,Berkshire\2023-06\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20230601.pdf,Berkshire,Processed,,
Berkshire MMK 2019_05_31_2023.pdf,Berkshire\2023-05\0000-ARCTARIS OPPORTUNITY ZONE FUND 2022 LLC-20230501.pdf,Berkshire,Would process,,
Berkshire MMK 2019_05_31_2023.pdf,Berkshire\2023-05\0000-ARCTARIS OPPORTUNITY ZONE FUND 2022 LLC-20230501.pdf,Berkshire,Processed,,
Berkshire MMK 2019_07_31_2023.pdf,Berkshire\2023-07\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20230701.pdf,Berkshire,Would process,,
Berkshire MMK 2019_07_31_2023.pdf,Berkshire\2023-07\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20230701.pdf,Berkshire,Processed,,
Berkshire MMK 2022_07_31_2023.pdf,Berkshire\2023-07\0000-ARCTARIS OPPORTUNITY ZONE FUND 2022 LLC-20230701.pdf,Berkshire,Would process,,
Berkshire MMK 2022_07_31_2023.pdf,Berkshire\2023-07\0000-ARCTARIS OPPORTUNITY ZONE FUND 2022 LLC-20230701.pdf,Berkshire,Processed,,
Berkshire MMK 2022_08_30_2023.pdf,Berkshire\2023-08\0000-ARCTARIS OPPORTUNITY ZONE FUND 2022 LLC-20230801.pdf,Berkshire,Would process,,
Berkshire MMK 2022_08_30_2023.pdf,Berkshire\2023-08\0000-ARCTARIS OPPORTUNITY ZONE FUND 2022 LLC-20230801.pdf,Berkshire,Processed,,
Berkshire MMK 2022_09_30_2023.pdf,Berkshire\2023-09\0000-ARCTARIS OPPORTUNITY ZONE FUND 2022 LLC-20230901.pdf,Berkshire,Would process,,
Berkshire MMK 2022_09_30_2023.pdf,Berkshire\2023-09\0000-ARCTARIS OPPORTUNITY ZONE FUND 2022 LLC-20230901.pdf,Berkshire,Processed,,
Berkshire MMK 2022_10_31_2023.pdf,Berkshire\2023-10\0000-ARCTARIS OPPORTUNITY ZONE FUND 2022 LLC-20231001.pdf,Berkshire,Would process,,
Berkshire MMK 2022_10_31_2023.pdf,Berkshire\2023-10\0000-ARCTARIS OPPORTUNITY ZONE FUND 2022 LLC-20231001.pdf,Berkshire,Processed,,
BerkshireBank Arctaris Income Fund LP.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
BerkshireBank Arctaris Income Fund LP.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_5.pdf,Berkshire,Processed,,
BerkshireBank Arctaris OZ Fund 2019 LLC.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
BerkshireBank Arctaris OZ Fund 2019 LLC.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_6.pdf,Berkshire,Processed,,
BerkshireBank Arctaris OZ Fund 2019.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
BerkshireBank Arctaris OZ Fund 2019.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_7.pdf,Berkshire,Processed,,
BerkshireBank Arctaris OZ Fund 2020 LLC.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
BerkshireBank Arctaris OZ Fund 2020 LLC.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_8.pdf,Berkshire,Processed,,
BerkshireBank Arctaris OZ Fund 2020.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
BerkshireBank Arctaris OZ Fund 2020.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_9.pdf,Berkshire,Processed,,
BerkshireBank Arctaris Saddleback Equipment Company.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
BerkshireBank Arctaris Saddleback Equipment Company.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_10.pdf,Berkshire,Processed,,
Income Fund Berkshire Q1 2021.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
Income Fund Berkshire Q1 2021.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_11.pdf,Berkshire,Processed,,
Income Fund Berkshire Q2 2021.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
Income Fund Berkshire Q2 2021.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_12.pdf,Berkshire,Processed,,
Income Fund Berkshire Q3 2021.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430.pdf,Berkshire,Would process,,
Income Fund Berkshire Q3 2021.pdf,Berkshire\2025-04\0000-ARCTARIS OPPORTUNITY ZONE FUND 2019 LLC-20250430_13.pdf,Berkshire,Processed,,
Income Fund Berkshire Q4 2021.pdf,Berkshire\2022-01\1691-ARCTARIS INCOME FUND LP-20220103.pdf,Berkshire,Would process,,
Income Fund Berkshire Q4 2021.pdf,Berkshire\2022-01\1691-ARCTARIS INCOME FUND LP-20220103.pdf,Berkshire,Processed,,
PA 01.2025.pdf,Berkshire\2025-04\0000-MA 01202 PENNSYLVANIA INCLUSIVE HOUSING LLC-20250430.pdf,Berkshire,Would process,,
PA 01.2025.pdf,Berkshire\2025-04\0000-MA 01202 PENNSYLVANIA INCLUSIVE HOUSING LLC-20250430.pdf,Berkshire,Processed,,
AII Cambridge Savings 3346  July 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT INVESTORS, LLC 11883346 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
AII Cambridge Savings 3346  July 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT INVESTORS, LLC 11883346 Cambridge Savings April 2025.pdf",Cambridge,Processed,,
AII Cambridge Savings 3346  June 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT INVESTORS, LLC 11883346 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
AII Cambridge Savings 3346  June 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT INVESTORS, LLC 11883346 Cambridge Savings April 2025_1.pdf",Cambridge,Processed,,
AII Cambridge Savings 3346  May 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT INVESTORS, LLC 11883346 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
AII Cambridge Savings 3346  May 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT INVESTORS, LLC 11883346 Cambridge Savings April 2025_2.pdf",Cambridge,Processed,,
AII Cambridge Savings 3346 August 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT INVESTORS, LLC 11883346 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
AII Cambridge Savings 3346 August 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT INVESTORS, LLC 11883346 Cambridge Savings April 2025_3.pdf",Cambridge,Processed,,
AII Cambridge Savings October 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT INVESTORS, LLC 11883346 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
AII Cambridge Savings October 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT INVESTORS, LLC 11883346 Cambridge Savings April 2025_4.pdf",Cambridge,Processed,,
AII Cambridge Savings September 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT INVESTORS, LLC 11883346 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
AII Cambridge Savings September 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT INVESTORS, LLC 11883346 Cambridge Savings April 2025_5.pdf",Cambridge,Processed,,
East Coast Industrial Cambridge Savings 3502 August 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883502 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
East Coast Industrial Cambridge Savings 3502 August 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883502 Cambridge Savings April 2025.pdf",Cambridge,Processed,,
East Coast Industrial Cambridge Savings 3502 July 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883502 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
East Coast Industrial Cambridge Savings 3502 July 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883502 Cambridge Savings April 2025_1.pdf",Cambridge,Processed,,
East Coast Industrial Cambridge Savings 3502 October 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883502 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
East Coast Industrial Cambridge Savings 3502 October 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883502 Cambridge Savings April 2025_2.pdf",Cambridge,Processed,,
East Coast Industrial Cambridge Savings 3502 September 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883502 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
East Coast Industrial Cambridge Savings 3502 September 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883502 Cambridge Savings April 2025_3.pdf",Cambridge,Processed,,
East Coast Industrial Cambridge Savings 3510 August 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883510 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
East Coast Industrial Cambridge Savings 3510 August 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883510 Cambridge Savings April 2025.pdf",Cambridge,Processed,,
East Coast Industrial Cambridge Savings 3510 July 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883510 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
East Coast Industrial Cambridge Savings 3510 July 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883510 Cambridge Savings April 2025_1.pdf",Cambridge,Processed,,
East Coast Industrial Cambridge Savings 3510 October 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883510 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
East Coast Industrial Cambridge Savings 3510 October 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883510 Cambridge Savings April 2025_2.pdf",Cambridge,Processed,,
East Coast Industrial Cambridge Savings 3510 September 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883510 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
East Coast Industrial Cambridge Savings 3510 September 2024.pdf,"Cambridge\2025-04\EAST COAST INDUSTRIAL, LLC 11883510 Cambridge Savings April 2025_3.pdf",Cambridge,Processed,,
Impact Cambridge Savings 3354  August 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883354 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Impact Cambridge Savings 3354  August 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883354 Cambridge Savings April 2025.pdf",Cambridge,Processed,,
Impact Cambridge Savings 3354  October 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883354 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Impact Cambridge Savings 3354  October 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883354 Cambridge Savings April 2025_1.pdf",Cambridge,Processed,,
Impact Cambridge Savings 3354  September 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883354 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Impact Cambridge Savings 3354  September 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883354 Cambridge Savings April 2025_2.pdf",Cambridge,Processed,,
Impact Cambridge Savings 3354 July 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883354 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Impact Cambridge Savings 3354 July 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883354 Cambridge Savings April 2025_3.pdf",Cambridge,Processed,,
Impact Cambridge Savings 3354 June 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883354 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Impact Cambridge Savings 3354 June 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883354 Cambridge Savings April 2025_4.pdf",Cambridge,Processed,,
Impact Cambridge Savings 3354 May 2024.pdf,Cambridge\2025-04\Arctaris Fund 0000 Cambridge Savings April 2025.pdf,Cambridge,Would process,,
Impact Cambridge Savings 3354 May 2024.pdf,Cambridge\2025-04\Arctaris Fund 0000 Cambridge Savings April 2025.pdf,Cambridge,Processed,,
Impact Cambridge Savings 3362 August 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883362 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Impact Cambridge Savings 3362 August 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883362 Cambridge Savings April 2025.pdf",Cambridge,Processed,,
Impact Cambridge Savings 3362 September 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883362 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Impact Cambridge Savings 3362 September 2024.pdf,"Cambridge\2025-04\ARCTARIS IMPACT FUND, LP 11883362 Cambridge Savings April 2025_1.pdf",Cambridge,Processed,,
Ohio Inclusive Housing Cambridge Savings 3445 August 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883445 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Ohio Inclusive Housing Cambridge Savings 3445 August 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883445 Cambridge Savings April 2025.pdf",Cambridge,Processed,,
Ohio Inclusive Housing Cambridge Savings 3445 July 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883445 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Ohio Inclusive Housing Cambridge Savings 3445 July 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883445 Cambridge Savings April 2025_1.pdf",Cambridge,Processed,,
Ohio Inclusive Housing Cambridge Savings 3445 June 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883445 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Ohio Inclusive Housing Cambridge Savings 3445 June 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883445 Cambridge Savings April 2025_2.pdf",Cambridge,Processed,,
Ohio Inclusive Housing Cambridge Savings 3445 October 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883445 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Ohio Inclusive Housing Cambridge Savings 3445 October 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883445 Cambridge Savings April 2025_3.pdf",Cambridge,Processed,,
Ohio Inclusive Housing Cambridge Savings 3445 September 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883445 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Ohio Inclusive Housing Cambridge Savings 3445 September 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883445 Cambridge Savings April 2025_4.pdf",Cambridge,Processed,,
Ohio Inclusive Housing Cambridge Savings 3453 August 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883453 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Ohio Inclusive Housing Cambridge Savings 3453 August 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883453 Cambridge Savings April 2025.pdf",Cambridge,Processed,,
Ohio Inclusive Housing Cambridge Savings 3453 July 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883453 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Ohio Inclusive Housing Cambridge Savings 3453 July 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883453 Cambridge Savings April 2025_1.pdf",Cambridge,Processed,,
Ohio Inclusive Housing Cambridge Savings 3453 October 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883453 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Ohio Inclusive Housing Cambridge Savings 3453 October 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883453 Cambridge Savings April 2025_2.pdf",Cambridge,Processed,,
Ohio Inclusive Housing Cambridge Savings 3453 September 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883453 Cambridge Savings April 2025.pdf",Cambridge,Would process,,
Ohio Inclusive Housing Cambridge Savings 3453 September 2024.pdf,"Cambridge\2025-04\OHIO INCLUSIVE HOUSING, LLC 11883453 Cambridge Savings April 2025_3.pdf",Cambridge,Processed,,
Online Statements_2024-12-31 (3).pdf,"Cambridge\2024-12\ARCTARIS IMPACT FUND, LP 3362 Cambridge Savings December 2024.pdf",Cambridge,Would process,,
Online Statements_2024-12-31 (3).pdf,"Cambridge\2024-12\ARCTARIS IMPACT FUND, LP 3362 Cambridge Savings December 2024.pdf",Cambridge,Processed,,
Online Statements_2025-01-31 (3).pdf,"Cambridge\2025-01\ARCTARIS IMPACT FUND, LP 3362 Cambridge Savings January 2025.pdf",Cambridge,Would process,,
